ID,dr_doi,primary,rel_pub_url,rel_pub_has_ref,journal_name,publisher,date published
716,doi:10.5066/P9NRAY6F,TRUE,https://doi.org/10.1093/condor/duz056,TRUE,Heterogeneity in migration strategies of Whooping Cranes,Oxford University Press (OUP),"{'date-parts': [[2020, 1, 11]]}"
717,doi:10.5066/P9JJYKWD,TRUE,https://doi.org/10.3133/sir20185053,FALSE,"An exploratory Bayesian network for estimating the magnitudes and uncertainties of selected water-quality parameters at streamgage 03374100 White River at Hazleton, Indiana, from partially observed data",US Geological Survey,{'date-parts': [[2018]]}
718,doi:10.5066/P9XDVRMT,TRUE,https://doi.org/10.3133/sim3431,FALSE,"Bathymetric contour map, surface area and capacity table, and bathymetric change map for Sugar Creek Lake near Moberly, Missouri, 2018",US Geological Survey,{'date-parts': [[2019]]}
719,doi:10.5066/P9YRTNHI,TRUE,https://doi.org/10.3391/mbi.2019.10.3.09,FALSE,"Evaluation of an acoustic fish deterrent system in shallow water application at the Emiquon Preserve, Lewistown, IL",Regional Euro-Asian Biological Invasions Centre Oy (REABIC),{'date-parts': [[2019]]}
720,doi:10.5066/F7Z036NF,TRUE,https://doi.org/10.1016/j.scitotenv.2017.07.247,FALSE,"A detailed risk assessment of shale gas development on headwater streams in the Pennsylvania portion of the Upper Susquehanna River Basin, U.S.A.",Elsevier BV,
721,doi:10.5066/F75719Z7,TRUE,https://doi.org/10.1016/j.jconhyd.2018.09.001,FALSE,Variability of organic carbon content and the retention and release of trichloroethene in the rock matrix of a mudstone aquifer,Elsevier BV,
722,doi:10.5066/F77W6B4Z,TRUE,https://doi.org/10.2175/193864717822156730,FALSE,"Evaluation of Modeled Bacteria Loads Along an Impaired Stream Reach Receiving Discharge from a Municipal Separate Storm Sewer System in Independence, Mo.",Water Environment Federation,
723,doi:10.5066/F74M92NT,TRUE,https://doi.org/10.3133/sim3368,FALSE,"Sedimentation survey of Lago Caonillas, Utuado, Puerto Rico, September–November 2012",US Geological Survey,{'date-parts': [[2016]]}
724,doi:10.5066/P9RPHH50,TRUE,https://doi.org/10.3133/ds1121,FALSE,"Catalogue of polar bear (Ursus maritimus) maternal den locations in the Beaufort and Chukchi Seas and nearby areas, 1910–2018",US Geological Survey,{'date-parts': [[2020]]}
725,doi:10.5066/F70Z71JH,TRUE,https://doi.org/10.1128/AEM.01198-17,TRUE,Detection of Diazotrophy in the Acetylene-Fermenting Anaerobe Pelobacter sp. Strain SFB93,American Society for Microbiology,"{'date-parts': [[2017, 8, 17]]}"
726,doi:10.5066/F7XG9P83,TRUE,https://doi.org/10.3133/ofr20161100,FALSE,"Preliminary results from exploratory sampling of wells for the California oil, gas, and groundwater program, 2014–15",US Geological Survey,{'date-parts': [[2016]]}
727,doi:10.5066/F7P26X39,TRUE,https://doi.org/10.3133/sir20185094,FALSE,"Flow hydraulics and mixing characteristics in and downstream from Brandon Road Lock, Joliet, Illinois",US Geological Survey,{'date-parts': [[2018]]}
728,doi:10.5066/F7GB2291,TRUE,https://doi.org/10.3133/sim3391,FALSE,"Regional water table (2016) in the Mojave River and Morongo groundwater basins, southwestern Mojave Desert, California",US Geological Survey,{'date-parts': [[2017]]}
729,doi:10.5066/P9GS2P5E,TRUE,https://doi.org/10.3391/mbi.2018.9.3.12,FALSE,Field evaluation of carbon dioxide as a fish deterrent at a water management structure along the Illinois River,Regional Euro-Asian Biological Invasions Centre Oy (REABIC),{'date-parts': [[2018]]}
730,doi:10.5066/F7959GF5,TRUE,https://doi.org/10.5066/F7V122T2,,,,
731,doi:10.5066/P9YMXJAF,TRUE,https://doi.org/10.1002/mcf2.10035,TRUE,Juvenile Chinook Salmon and Forage Fish Use of Eelgrass Habitats in a Diked and Channelized Puget Sound River Delta,Wiley,"{'date-parts': [[2018, 8, 9]]}"
732,doi:10.5066/F7F76BSS,TRUE,https://doi.org/10.1111/gwat.12806,TRUE,Secondary Hydrogeologic Regions of the Conterminous United States,Wiley,"{'date-parts': [[2018, 8, 9]]}"
733,doi:10.5066/P9YA4STZ,TRUE,https://doi.org/10.3133/sir20185114,FALSE,"Flood-inundation maps for the South Platte River at Fort Morgan, Colorado, 2018",US Geological Survey,{'date-parts': [[2018]]}
734,doi:10.5066/P9344TOS,TRUE,https://doi.org/10.3133/sir20195107,FALSE,"Determination of study reporting limits for pesticide constituent data for the California Groundwater Ambient Monitoring and Assessment Program Priority Basin Project, 2004–2018—Part 1: National Water Quality Schedules 2003, 2032, or 2033, and 2060",US Geological Survey,{'date-parts': [[2019]]}
735,doi:10.5066/F7GF0SFS,TRUE,https://doi.org/10.1002/2017GL076807,TRUE,Clayey Landslide Initiation and Acceleration Strongly Modulated by Soil Swelling,American Geophysical Union (AGU),"{'date-parts': [[2018, 2, 26]]}"
736,doi:10.5066/P93VJE52,TRUE,https://doi.org/10.1177/0300985818798132,TRUE,Pathology and Case Definition of Severe Perkinsea Infection of Frogs,SAGE Publications,"{'date-parts': [[2018, 9, 20]]}"
737,doi:10.5066/P9WXHRGQ,TRUE,https://doi.org/10.1111/nrm.12252,TRUE,A comparison of the Trojan Y Chromosome strategy to harvesting models for eradication of nonnative species,Wiley,"{'date-parts': [[2019, 12, 12]]}"
738,doi:10.5066/P9JU4BQO,TRUE,https://doi.org/10.3133/sir20145149,FALSE,"Aquifers of Arkansas: protection, management, and hydrologic and geochemical characteristics of groundwater resources in Arkansas",US Geological Survey,{'date-parts': [[2014]]}
739,doi:10.5066/P9MD7KUL,TRUE,https://doi.org/10.3133/sir20195068,FALSE,"Flood-inundation maps for Joachim Creek, De Soto, Missouri, 2018",US Geological Survey,{'date-parts': [[2019]]}
740,doi:10.5066/P9HQSMCR,TRUE,https://doi.org/10.5066/P9HQSMCR,,,,
741,doi:10.5066/P9K9V7YW,TRUE,https://doi.org/10.3996/112018-JFWM-102,FALSE,Characteristics for the External Identification of Black Carp From Grass Carp,U.S. Fish and Wildlife Service,"{'date-parts': [[2019, 5, 1]]}"
742,doi:10.5066/F7Z60M4M,TRUE,https://doi.org/10.3133/sir20165071,FALSE,"Spatial and temporal assessment of back-barrier erosion on Cumberland Island National Seashore, Georgia, 2011–2013",US Geological Survey,{'date-parts': [[2016]]}
743,doi:10.5066/F79022PZ,TRUE,https://doi.org/10.1111/1365-2745.12863,TRUE,"Alternative pathways to landscape transformation: invasive grasses, burn severity and fire frequency in arid ecosystems",Wiley,"{'date-parts': [[2017, 10, 20]]}"
744,doi:10.5066/P9DQOE6D,TRUE,https://doi.org/10.2118/189901-MS,FALSE,Interaction Between Hydraulic Fracture and a Preexisting Fracture under Triaxial Stress Conditions,Society of Petroleum Engineers,"{'date-parts': [[2018, 1, 23]]}"
745,doi:10.5066/P9O2ZV0M,TRUE,https://doi.org/10.3133/ofr20191088,FALSE,Regional-scale associations between indicators of biological integrity and indicators of streamflow modification,US Geological Survey,{'date-parts': [[2019]]}
746,doi:10.5066/P9ON8U5U,TRUE,https://doi.org/10.3133/ofr20191063,FALSE,"Hydraulic, geochemical, and thermal monitoring of an aquifer system in the vicinity of Mammoth Lakes, Mono County, California, 2015–17",US Geological Survey,{'date-parts': [[2019]]}
747,doi:10.5066/F71R6NMQ,TRUE,https://doi.org/10.1002/2016WR018797,TRUE,Estimation of time-variable fast flow path chemical concentrations for application in tracer-based hydrograph separation analyses,American Geophysical Union (AGU),"{'date-parts': [[2016, 9, 10]]}"
748,doi:10.5066/F70P0XHD,TRUE,https://doi.org/10.1016/j.dsr2.2017.08.007,FALSE,Gene transcription patterns in response to low level petroleum contaminants in Mytilus trossulus from field sites and harbors in southcentral Alaska,Elsevier BV,
749,doi:10.5066/F72Z13N1,TRUE,https://doi.org/10.3133/ofr20171107,FALSE,"National assessment of shoreline change—Summary statistics for updated vector shorelines and associated shoreline change data for the north coast of Alaska, U.S.-Canadian Border to Icy Cape",US Geological Survey,{'date-parts': [[2017]]}
750,doi:10.5066/F75H7DCW,TRUE,https://doi.org/10.3133/ofr20161207,FALSE,Multiscale guidance and tools for implementing a landscape approach to resource management in the Bureau of Land Management,US Geological Survey,{'date-parts': [[2017]]}
751,doi:10.5066/F72806JN,TRUE,https://doi.org/10.1002/pan3.10062,TRUE,Towards ecosystem accounts for Rwanda: Tracking 25 years of change in flows and potential supply of ecosystem services,Wiley,"{'date-parts': [[2019, 12, 9]]}"
752,doi:10.5066/P9EVITTP,TRUE,https://doi.org/10.3133/sir20185089,FALSE,"Water-quality conditions with an emphasis on cyanobacteria and associated toxins and taste-and-odor compounds in the Kansas River, Kansas, July 2012 through September 2016",US Geological Survey,{'date-parts': [[2018]]}
753,doi:10.5066/F7PV6HTP,TRUE,https://doi.org/10.3133/sir20125155,FALSE,"Yield of bedrock wells in the Nashoba terrane, central and eastern Massachusetts",US Geological Survey,{'date-parts': [[2012]]}
754,doi:10.5066/P9FCRGHF,TRUE,https://doi.org/10.1002/ecs2.2453,TRUE,Spatial decision-support tools to guide restoration and seed-sourcing in the Desert Southwest,Wiley,"{'date-parts': [[2018, 10, 5]]}"
755,doi:10.5066/F7FN155W,TRUE,https://doi.org/10.1111/maec.12508,TRUE,Macrobenthic infaunal communities associated with deep-sea hydrocarbon seeps in the northern Gulf of Mexico,Wiley,"{'date-parts': [[2018, 7, 25]]}"
756,doi:10.5066/F75M63V3,TRUE,https://doi.org/10.1637/11476-072616-ResNote,FALSE,"Low Pathogenic Avian Influenza Viruses in Wild Migratory Waterfowl in a Region of High Poultry Production, Delmarva, Maryland",American Association of Avian Pathologists (AAAP),
757,doi:10.5066/F7028PSX,TRUE,https://doi.org/10.1016/j.scitotenv.2017.07.018,FALSE,Domestic well locations and populations served in the contiguous U.S.: 1990,Elsevier BV,
758,doi:10.5066/F7M906TJ,TRUE,https://doi.org/10.1016/j.jhydrol.2017.09.004,FALSE,Remote measurement of river discharge using thermal particle image velocimetry (PIV) and various sources of bathymetric information,Elsevier BV,
759,doi:10.5066/P9ZRJ3XU,TRUE,https://doi.org/10.1002/ece3.5401,TRUE,Are polar bear habitat resource selection functions developed from 1985–1995 data still useful?,Wiley,"{'date-parts': [[2019, 7, 4]]}"
760,doi:10.5066/P9M4VGL9,TRUE,https://doi.org/10.3133/fs20183074,FALSE,"Assessment of undiscovered oil and gas resources in the South Florida basin, 2016",US Geological Survey,{'date-parts': [[2019]]}
761,doi:10.5066/P9SFRUZJ,TRUE,https://doi.org/10.1002/ieam.4202,TRUE,Amphibian Monitoring in Hardwood Forests: Optimizing Methods for Contaminant‐Based Compensatory Restorations,Wiley,"{'date-parts': [[2019, 10, 24]]}"
762,doi:10.5066/P96N5PVE,TRUE,https://doi.org/10.3354/meps12891,FALSE,Extreme reduction in nutritional value of a key forage fish during the Pacific marine heatwave of 2014-2016,Inter-Research Science Center,
763,doi:10.5066/P9Y491AY,TRUE,https://doi.org/10.1785/0220190179,FALSE,"Ground‐Motion Amplification in Cook Inlet Region, Alaska, from Intermediate‐Depth Earthquakes, Including the 2018 Mw 7.1 Anchorage Earthquake",Seismological Society of America (SSA),"{'date-parts': [[2019, 11, 20]]}"
764,doi:10.5066/P9PY1ULV,TRUE,https://doi.org/10.1242/jeb.108894,FALSE,Ways to be different: foraging adaptations that facilitate higher intake rates in a northerly wintering shorebird compared with a low-latitude conspecific,The Company of Biologists,"{'date-parts': [[2015, 2, 24]]}"
765,doi:10.5066/F75B00XQ,TRUE,https://doi.org/10.3133/sim3382,FALSE,"Geologic map of the upper Arkansas River valley region, north-central Colorado",US Geological Survey,{'date-parts': [[2017]]}
766,doi:10.5066/F7TM78C5,TRUE,https://doi.org/10.3133/ds1069,FALSE,"Groundwater-quality data associated with abandoned underground coal mine aquifers in West Virginia, 1973-2016: Compilation of existing data from multiple sources",US Geological Survey,{'date-parts': [[2017]]}
767,doi:10.5066/P9HWCOBP,TRUE,https://doi.org/10.1088/1748-9326/aaf0cc,TRUE,Development of perennial thaw zones in boreal hillslopes enhances potential mobilization of permafrost carbon,IOP Publishing,"{'date-parts': [[2019, 1, 17]]}"
768,doi:10.5066/F7NS0S4R,TRUE,https://doi.org/10.1111/geb.12726,TRUE,Misleading prioritizations from modelling range shifts under climate change,Wiley,"{'date-parts': [[2018, 3, 9]]}"
769,doi:10.5066/P9GZEE4E,TRUE,https://doi.org/10.3133/sir20175128,FALSE,"Simulation of groundwater flow and pumping scenarios for 1900–2050 near Mount Pleasant, South Carolina",US Geological Survey,{'date-parts': [[2017]]}
770,doi:10.5066/P9SNWMJY,TRUE,https://doi.org/10.2744/CCB-1394.1,TRUE,Development of a Genotyping Protocol for Mojave Desert Tortoise Scat,Chelonian Conservation and Biology Journal,
771,doi:10.5066/F72R3PXB,TRUE,https://doi.org/10.3133/sir20175137,FALSE,"Rating stability, and frequency and magnitude of shifts, for streamgages in Virginia through water year 2013",US Geological Survey,{'date-parts': [[2018]]}
772,doi:10.5066/P9Q8SITV,TRUE,https://doi.org/10.1002/jwmg.21788,TRUE,Occupancy Patterns in a Reintroduced Fisher Population during Reestablishment,Wiley,"{'date-parts': [[2019, 11, 20]]}"
773,doi:10.5066/F77S7KVM,TRUE,https://doi.org/10.3133/ds974,FALSE,"Modeled streamflow metrics on small, ungaged stream reaches in the Upper Colorado River Basin",US Geological Survey,{'date-parts': [[2016]]}
774,doi:10.5066/F7V1230Q,TRUE,https://doi.org/10.1130/0091-7613(2000)28<883:DMSOHV>2.0.CO;2,TRUE,"Deep magmatic structures of Hawaiian volcanoes, imaged by three-dimensional gravity models",Geological Society of America,
775,doi:10.5066/F73F4MS9,TRUE,https://doi.org/10.3133/ofr20171115,FALSE,"Groundwater quality in the Yuba River and Bear River Watersheds, Sierra Nevada, California",US Geological Survey,{'date-parts': [[2017]]}
776,doi:10.5066/F7154F7P,TRUE,https://doi.org/10.1111/1365-2656.12679,TRUE,"Benefits of the destinations, not costs of the journeys, shape partial migration patterns",Wiley,"{'date-parts': [[2017, 5, 15]]}"
777,doi:10.5066/F72806H6,TRUE,https://doi.org/10.3996/092017-JFWM-076,FALSE,Prairie Pothole Region Wetlands and Subsurface Drainage Systems: Key Factors for Determining Drainage Setback Distances,U.S. Fish and Wildlife Service,"{'date-parts': [[2018, 3, 22]]}"
778,doi:10.5066/F7862FNT,TRUE,https://doi.org/10.1016/j.ijdrr.2018.03.009,FALSE,Pedestrian evacuation modeling to reduce vehicle use for distant tsunami evacuations in Hawaiʻi,Elsevier BV,
779,doi:10.5066/P9CCXO7R,TRUE,https://doi.org/10.5066/P9565EY6,,,,
780,doi:10.5066/P9MSBGDW,TRUE,https://doi.org/10.1016/j.jvolgeores.2017.12.002,FALSE,"The timing and origin of pre- and post-caldera volcanism associated with the Mesa Falls Tuff, Yellowstone Plateau volcanic field",Elsevier BV,
781,doi:10.5066/P90Q8BCP,TRUE,https://doi.org/10.3390/rs11243009,TRUE,Validating a Landsat Time-Series of Fractional Component Cover Across Western U.S. Rangelands,MDPI AG,"{'date-parts': [[2019, 12, 13]]}"
782,doi:10.5066/F7GH9G3P,TRUE,https://doi.org/10.3133/sir20175119,FALSE,"The U.S. Geological Survey Peak-Flow File Data Verification Project, 2008–16",US Geological Survey,{'date-parts': [[2017]]}
783,doi:10.5066/F7JS9PDK,TRUE,https://doi.org/10.1371/journal.pone.0187742,TRUE,Increased sediment load during a large-scale dam removal changes nearshore subtidal communities,Public Library of Science (PLoS),"{'date-parts': [[2017, 12, 8]]}"
784,doi:10.5066/F7NG4NVX,TRUE,https://doi.org/10.3133/sir20185010,FALSE,"Characterization of water quality in Bushy Park Reservoir, South Carolina, 2013–15",US Geological Survey,{'date-parts': [[2018]]}
785,doi:10.5066/F7639P23,TRUE,https://doi.org/10.1111/jai.13994,TRUE,"Characterization of Pallid Sturgeon (
            Scaphirhynchus albus
            ) Spawning Habitat in the Lower Missouri River",Wiley,"{'date-parts': [[2020, 1]]}"
786,doi:10.5066/P9R5MQJO,TRUE,https://doi.org/10.1007/s00128-018-2422-5,TRUE,Chronic Toxicity of 4-Nonylphenol to Two Unionid Mussels in Water-Only Exposures,Springer Science and Business Media LLC,"{'date-parts': [[2018, 8, 21]]}"
787,doi:10.5066/P9A9P44R,TRUE,https://doi.org/10.1002/lno.11399,TRUE,Calcite precipitation in Lake Powell reduces alkalinity and total salt loading to the Lower Colorado River Basin,Wiley,"{'date-parts': [[2020, 1, 10]]}"
788,doi:10.5066/F77M076K,TRUE,https://doi.org/10.1029/2018JB015872,TRUE,Impact of Pore Fluid Chemistry on Fine-Grained Sediment Fabric and Compressibility,American Geophysical Union (AGU),"{'date-parts': [[2018, 7, 17]]}"
789,doi:10.5066/F7F18XX9,TRUE,https://doi.org/10.3133/sir20185150,FALSE,"Estimation of base flow on ungaged, periodically measured streams in small watersheds in western Pennsylvania",US Geological Survey,{'date-parts': [[2019]]}
790,doi:10.5066/P94A3X5X,TRUE,https://doi.org/10.5066/P9565EY6,,,,
791,doi:10.5066/F7XK8DTM,TRUE,https://doi.org/10.1093/auk/uky007,TRUE,Flexible timing of annual movements across consistently used sites by Marbled Godwits breeding in Alaska,Oxford University Press (OUP),"{'date-parts': [[2019, 2, 17]]}"
792,doi:10.5066/F77P8XND,TRUE,https://doi.org/10.2134/jeq2017.11.0462,TRUE,Real‐Time Water Quality Monitoring at a Great Lakes National Park,Wiley,"{'date-parts': [[2018, 9]]}"
793,doi:10.5066/F73J3B0B,TRUE,https://dx.doi.org/10.3133/ofr20141252,FALSE,Evaluating coastal landscape response to sea-level rise in the northeastern United States: approach and methods,US Geological Survey,{'date-parts': [[2015]]}
794,doi:10.5066/F76W984Z,TRUE,https://doi.org/10.1890/ES14-00318.1,TRUE,"Evaluating rehabilitation efforts following the Milford Flat Fire: successes, failures, and controlling factors",Wiley,
795,doi:10.5066/F7X63KWW,TRUE,https://doi.org/10.3390/f8100383,TRUE,"Forest Harvest Patterns on Private Lands in the Cascade Mountains, Washington, USA",MDPI AG,"{'date-parts': [[2017, 10, 7]]}"
796,doi:10.5066/F7ZP45D5,TRUE,https://dx.doi.org/10.5066/F7D21VS2,,,,
797,doi:10.5066/F7KD1WC3,TRUE,https://doi.org/10.2112/SI78-005.1,FALSE,"In Situ Benthic Nutrient Flux and Sediment Oxygen Demand in Barnegat Bay, New Jersey",Coastal Education and Research Foundation,
798,doi:10.5066/F72N51M5,TRUE,https://doi.org/10.3133/sim3417,FALSE,"Geologic map of the San Antonio Mountain area, northern New Mexico and southern Colorado",US Geological Survey,{'date-parts': [[2018]]}
799,doi:10.5066/F74B30JM,TRUE,https://doi.org/10.3133/sim3381,FALSE,Land area change in coastal Louisiana (1932 to 2016),US Geological Survey,{'date-parts': [[2017]]}
800,doi:10.5066/F7FX78CV,TRUE,https://doi.org/10.1111/1365-2664.13109,TRUE,"Pulsed flows, tributary inputs and food-web structure in a highly regulated river",Wiley,"{'date-parts': [[2018, 3, 2]]}"
801,doi:10.5066/F7RR1WDJ,TRUE,https://doi.org/10.3133/ds1035,FALSE,USGS Spectral Library Version 7,US Geological Survey,{'date-parts': [[2017]]}
802,doi:10.5066/P93VHNK3,TRUE,https://doi.org/10.18194/ws.00145,FALSE,Survival of Bristle-thighed Curlews equipped with externally mounted transmitters,International Wader Study Group,"{'date-parts': [[2019, 8, 8]]}"
803,doi:10.5066/F7CJ8BJW,TRUE,https://doi.org/10.3133/ofr20151191,FALSE,"California State Waters map series—Offshore of Scott Creek, California",US Geological Survey,{'date-parts': [[2015]]}
804,doi:10.5066/F7668B9R,TRUE,https://doi.org/10.1021/acs.jchemed.6b00510,FALSE,Clarifying Atomic Weights: A 2016 Four-Figure Table of Standard and Conventional Atomic Weights,American Chemical Society (ACS),"{'date-parts': [[2017, 1, 30]]}"
805,doi:10.5066/F7125RW8,TRUE,https://doi.org/10.1002/ecs2.1849,TRUE,Competition amplifies drought stress in forests across broad climatic and compositional gradients,Wiley,"{'date-parts': [[2017, 7, 14]]}"
806,doi:10.5066/P92D26LI,TRUE,https://doi.org/10.1021/acs.est.8b05592,FALSE,Hormones and Pharmaceuticals in Groundwater Used As a Source of Drinking Water Across the United States,American Chemical Society (ACS),"{'date-parts': [[2019, 3, 5]]}"
807,doi:10.5066/F70Z71GM,TRUE,https://doi.org/10.1016/j.jconhyd.2017.06.006,FALSE,Porosity and pore size distribution in a sedimentary rock: Implications for the distribution of chlorinated solvents,Elsevier BV,
808,doi:10.5066/P98IQWT4,TRUE,https://doi.org/10.1111/mms.12556,TRUE,Energetic costs of aquatic locomotion in a subadult polar bear,Wiley,"{'date-parts': [[2018, 11]]}"
809,doi:10.5066/F7H13105,TRUE,https://doi.org/10.3133/sir20115012,FALSE,"Gas and isotope chemistry of thermal features in Yellowstone National Park, Wyoming",US Geological Survey,{'date-parts': [[2011]]}
810,doi:10.5066/P9RLNCAE,TRUE,https://doi.org/10.1002/nafm.10216,TRUE,Are Hatchery-Reared Rainbow Trout and Brown Trout Effective Predators on Juvenile Native Fish?,Wiley,"{'date-parts': [[2018, 9, 14]]}"
811,doi:10.5066/F7V40SDN,TRUE,https://doi.org/10.1016/j.scitotenv.2017.05.192,FALSE,"A hybrid machine learning model to predict and visualize nitrate concentration throughout the Central Valley aquifer, California, USA",Elsevier BV,
812,doi:10.5066/P99ON7B2,TRUE,https://doi.org/10.5066/P9565EY6,,,,
813,doi:10.5066/P9D5ASO0,TRUE,https://doi.org/10.1016/j.coal.2018.09.017,FALSE,High microscale variability in Raman thermal maturity estimates from shale organic matter,Elsevier BV,
814,doi:10.5066/F71C1V1W,TRUE,https://doi.org/10.3133/sir20175064,FALSE,"Bathymetry of Ashokan, Cannonsville, Neversink, Pepacton, Rondout, and Schoharie Reservoirs, New York, 2013–15",US Geological Survey,{'date-parts': [[2018]]}
815,doi:10.5066/P9391PBK,TRUE,https://doi.org/10.1128/AAC.00758-19,TRUE,Repeated Detection of Carbapenemase-Producing Escherichia coli in Gulls Inhabiting Alaska,American Society for Microbiology,"{'date-parts': [[2019, 7, 25]]}"
816,doi:10.5066/P98RJ12I,TRUE,https://doi.org/10.3133/ofr20191122,FALSE,"Trends in mammalian predator control trapping events intended to protect ground-nesting, endangered birds at Haleakalā National Park, Hawaiʻi: 2000–14",US Geological Survey,{'date-parts': [[2019]]}
817,doi:10.5066/F7WS8RB7,TRUE,https://doi.org/10.1007/s10592-014-0654-4,TRUE,Spatial genetic structure of bristle-thighed curlews (Numenius tahitiensis): breeding area differentiation not reflected on the non-breeding grounds,Springer Science and Business Media LLC,"{'date-parts': [[2014, 9, 16]]}"
818,doi:10.5066/F70K26Q4,TRUE,https://doi.org/10.3133/sir20185160,FALSE,"Assessment of undiscovered copper resources of the world, 2015",US Geological Survey,{'date-parts': [[2019]]}
819,doi:10.5066/F76H4FH8,TRUE,https://doi.org/10.1371/journal.pone.0150547,TRUE,Permissible Home Range Estimation (PHRE) in Restricted Habitats: A New Algorithm and an Evaluation for Sea Otters,Public Library of Science (PLoS),"{'date-parts': [[2016, 3, 22]]}"
820,doi:10.5066/F76W988R,TRUE,https://doi.org/10.2737/RMRS-GTR-377,FALSE,"Riparian Research and Management: Past, Present, Future: Volume 1","U.S. Department of Agriculture, Forest Service, Rocky Mountain Research Station",{'date-parts': [[2018]]}
821,doi:10.5066/F74Q7SXC,TRUE,https://doi.org/10.1650/CONDOR-18-98.1,TRUE,Interisland genetic structure of two endangered Hawaiian waterbirds: The Hawaiian Coot and Hawaiian Gallinule,Oxford University Press (OUP),
822,doi:10.5066/F70863G5,TRUE,https://doi.org/10.1021/acs.est.7b00012,FALSE,Expanded Target-Chemical Analysis Reveals Extensive Mixed-Organic-Contaminant Exposure in U.S. Streams,American Chemical Society (ACS),"{'date-parts': [[2017, 4, 12]]}"
823,doi:10.5066/F7KW5F04,TRUE,https://doi.org/10.3390/rs9101020,TRUE,UAS-SfM for Coastal Research: Geomorphic Feature Extraction and Land Cover Classification from High-Resolution Elevation and Optical Imagery,MDPI AG,"{'date-parts': [[2017, 10, 3]]}"
824,doi:10.5066/P9P5WHVH,TRUE,https://doi.org/10.3133/ofr20121182,FALSE,Predicting sea-level rise vulnerability of terrestrial habitat and wildlife of the Northwestern Hawaiian Islands,US Geological Survey,{'date-parts': [[2012]]}
825,doi:10.5066/F72N515B,TRUE,https://doi.org/10.5066/F7V122T2,,,,
826,doi:10.5066/P963SDEY,TRUE,https://doi.org/10.3133/sir20185066,FALSE,Comparison of regression relations of bankfull discharge and channel geometry for the glaciated and nonglaciated settings of Pennsylvania and southern New York,US Geological Survey,{'date-parts': [[2018]]}
827,doi:10.5066/F7KH0MMK,TRUE,https://doi.org/doi:10.1002/eco.1988,TRUE,The role of a non-native tree in riparian vegetation expansion and channel narrowing along a dryland river,Wiley,"{'date-parts': [[2018, 6, 1]]}"
828,doi:10.5066/P901K3RP,TRUE,https://doi.org/10.1016/j.ecolmodel.2019.108869,FALSE,Using integrated population models for insights into monitoring programs: An application using pink-footed geese,Elsevier BV,
829,doi:10.5066/F7XS5SW0,TRUE,https://doi.org/10.2136/sssaj2016.05.0151,TRUE,The Automated Reference Toolset: A Soil-Geomorphic Ecological Potential Matching Algorithm,Wiley,"{'date-parts': [[2016, 10, 13]]}"
830,doi:10.5066/F71Z42V4,TRUE,https://doi.org/10.3133/ofr20171160,FALSE,"Characteristics of dissolved organic matter in the Upper Klamath River, Lost River, and Klamath Straits Drain, Oregon and California",US Geological Survey,{'date-parts': [[2017]]}
831,doi:10.5066/F7W66HWW,TRUE,https://doi.org/10.3133/sir20175069,FALSE,"Physical characteristics of the lower San Joaquin River, California, in relation to white sturgeon spawning habitat, 2011–14",US Geological Survey,{'date-parts': [[2017]]}
832,doi:10.5066/F7610XG8,TRUE,https://doi.org/10.3133/sir20165113,FALSE,"Sediment oxygen demand in eastern Kansas streams, 2014 and 2015",US Geological Survey,{'date-parts': [[2016]]}
833,doi:10.5066/F7T43R6C,TRUE,https://doi.org/10.3133/sir20165162,FALSE,"Characterization of peak streamflows and flood inundation of selected areas in Louisiana, Texas, Arkansas, and Mississippi from flood of March 2016",US Geological Survey,{'date-parts': [[2016]]}
834,doi:10.5066/F70R9MJ7,TRUE,https://doi.org/10.1002/eco.1802,TRUE,Classification of California streams using combined deductive and inductive approaches: Setting the foundation for analysis of hydrologic alteration,Wiley,"{'date-parts': [[2017, 2, 2]]}"
835,doi:10.5066/F7DF6P9D,TRUE,https://doi.org/10.1371/journal.pone.0182868,TRUE,Contaminants of emerging concern in tributaries to the Laurentian Great Lakes: I. Patterns of occurrence,Public Library of Science (PLoS),"{'date-parts': [[2017, 9, 27]]}"
836,doi:10.5066/F7R78CCC,TRUE,https://doi.org/10.1007/s10040-017-1566-4,TRUE,"Fraction of young water as an indicator of aquifer vulnerability along two regional flow paths in the Mississippi embayment aquifer system, southeastern USA",Springer Science and Business Media LLC,"{'date-parts': [[2017, 4, 8]]}"
837,doi:10.5066/F7959GVJ,TRUE,https://doi.org/10.3133/ofr20181098,FALSE,"Methods used for the collection and analysis of chemical and biological data for the Tapwater Exposure Study, United States, 2016–17",US Geological Survey,{'date-parts': [[2018]]}
838,doi:10.5066/F7N58JG5,TRUE,https://doi.org/10.3133/sir20165142,FALSE,"The effects of forest cover on base flow of streams in the mountainous interior of Puerto Rico, 2010",US Geological Survey,{'date-parts': [[2017]]}
839,doi:10.5066/F7V986X3,TRUE,https://doi.org/10.1016/j.jaridenv.2017.10.001,FALSE,Landscape-scale processes influence riparian plant composition along a regulated river,Elsevier BV,
840,doi:10.5066/P9N23XJ6,TRUE,https://doi.org/10.3133/sim2899,FALSE,"Geologic Map of Lassen Volcanic National Park and Vicinity, California",US Geological Survey,{'date-parts': [[2010]]}
