has_refs,has_title,title,publisher,pub_year,dr_doi_cited,rel_pub_url,dr_doi
TRUE,TRUE,An Experimental Evaluation of the Feasibility of Inferring Concentrations of a Visible Tracer Dye from Remotely Sensed Data in Turbid Rivers,MDPI AG,2019,TRUE,https://doi.org/10.3390/rs12010057,doi:10.5066/P91ZRGKQ
FALSE,TRUE,"Bathymetry of Ashokan, Cannonsville, Neversink, Pepacton, Rondout, and Schoharie Reservoirs, New York, 2013â€“15",US Geological Survey,2018,,https://doi.org/10.3133/sir20175064,doi:10.5066/F7WM1BJK
TRUE,TRUE,Snow Sublimation in Mountain Environments and Its Sensitivity to Forest Disturbance and Climate Warming,American Geophysical Union (AGU),2018,FALSE,https://doi.org/10.1002/2017WR021172,doi:10.5066/F75M64QQ
FALSE,TRUE,"Hydrogeologic setting, conceptual groundwater flow system, and hydrologic conditions 1995â€“2010 in Florida and parts of Georgia, Alabama, and South Carolina",US Geological Survey,2018,,https://doi.org/10.3133/sir20185030,doi:10.5066/F78K7749
FALSE,TRUE,"Geophysical data collected during the 2014 minute 319 pulse flow on the Colorado River below Morelos Dam, United States and Mexico",US Geological Survey,2017,,https://doi.org/10.3133/ofr20171050,doi:10.5066/F7K935M8
FALSE,TRUE,"Structure contour and overburden maps of the Niobrara interval of the Upper Cretaceous Cody Shale in the Wind River Basin, Wyoming",US Geological Survey,2019,,https://doi.org/10.3133/sim3427,doi:10.5066/F7BZ65CN
TRUE,TRUE,Quantifying and forecasting changes in the areal extent of river valley sediment in response to altered hydrology and land cover,SAGE Publications,2018,FALSE,https://doi.org/10.1177/0309133318795846,doi:10.5066/P9SX3MGY
TRUE,TRUE,"Physical Controls on Salmon Redd Site Selection in Restored Reaches of a Regulated, Gravelâ€Bed River",American Geophysical Union (AGU),2019,FALSE,https://doi.org/10.1029/2018WR024428,doi:10.5066/P99CWIDL
FALSE,TRUE,Tidally influenced alongshore circulation at an inlet-adjacent shoreline,Elsevier BV,,,https://doi.org/10.1016/j.csr.2013.01.017,doi:10.5066/F7DN4330
FALSE,TRUE,Baseline and projected future carbon storage and carbon fluxes in ecosystems of Hawaiâ€˜i,US Geological Survey,2017,,https://doi.org/10.3133/pp1834,doi:10.5066/F7DB80B9
TRUE,TRUE,Historical Analysis of Riparian Vegetation Change in Response to Shifting Management Objectives on the Middle Rio Grande,MDPI AG,2017,FALSE,https://doi.org/10.3390/land6020029,doi:10.5066/F7154F84
FALSE,TRUE,"Bridge scour countermeasure assessments at select bridges in the United States, 2014â€“16",US Geological Survey,2017,,https://doi.org/10.3133/ofr20171048,doi:10.5066/F71R6NQ2
FALSE,TRUE,"Investigation of a Largescale Common Murre (Uria aalge) Mortality Event in California, USA, in 2015",Wildlife Disease Association,,,https://doi.org/10.7589/2017-07-179,doi:10.5066/F79W0DQR
FALSE,TRUE,Validation of the USGS Landsat Burned Area Essential Climate Variable (BAECV) across the conterminous United States,Elsevier BV,,,https://doi.org/10.1016/j.rse.2017.06.025,doi:10.5066/F7T151VX
FALSE,TRUE,Survival of Bristle-thighed Curlews equipped with externally mounted transmitters,International Wader Study Group,2019,,https://doi.org/10.18194/ws.00145,doi:10.5066/P9X8J7ST
TRUE,TRUE,Estimating disperser abundance using open population models that incorporate data from continuous detection passive integrated transponder arrays,Canadian Science Publishing,,FALSE,https://doi.org/10.1139/cjfas-2017-0304,doi:10.5066/F7NZ86JV
FALSE,TRUE,Trace element contamination in feather and tissue samples from Annaâ€™s hummingbirds,Elsevier BV,,,https://doi.org/10.1016/j.ecolind.2017.04.053,doi:10.5066/F75H7DG7
FALSE,TRUE,"Geology, hydrology, water quality, and potential for interbasin invasive-species spread by way of the groundwater pathway near Lemont, Illinois",US Geological Survey,2016,,https://doi.org/10.3133/sir20165095,doi:10.5066/F7S180KR
TRUE,TRUE,"Integrative taxonomy reveals a new species of freshwater mussel, Potamilus streckersoni sp. nov. (Bivalvia: Unionidae): implications for conservation and management",Informa UK Limited,2019,FALSE,https://doi.org/10.1080/14772000.2019.1607615,doi:10.5066/P92CV9QZ
TRUE,TRUE,Herbicides and herbivory interact to drive plant community and crop-tree establishment,Wiley,2018,FALSE,https://doi.org/10.1002/eap.1777,doi:10.5066/F7H1307W
TRUE,TRUE,"Organochlorine Residues and Elemental Contaminants in U.S. Freshwater Fish, 1976-1986: National Contaminant Biomonitoring Program",Springer New York,,FALSE,https://doi.org/10.1007/978-1-4612-1528-8_2,doi:10.5066/P97C5X8W
FALSE,TRUE,"California State Waters Map Seriesâ€”Offshore of Aptos, California",US Geological Survey,2016,,https://doi.org/10.3133/ofr20161025,doi:10.5066/F7K35RQB
FALSE,TRUE,"Geologic map of the central Beaverhead Mountains, Lemhi County, Idaho, and Beaverhead County, Montana",US Geological Survey,2018,,https://doi.org/10.3133/sim3413,doi:10.5066/P905PTI4
TRUE,TRUE,Local factors associated with on-host flea distributions on prairie dog colonies,Wiley,2018,FALSE,https://doi.org/10.1002/ece3.4390,doi:10.5066/F7TM79CK
FALSE,TRUE,Evidence of Coupled Carbon and Iron Cycling at a Hydrocarbon-Contaminated Site from Time Lapse Magnetic Susceptibility,American Chemical Society (ACS),2017,,https://doi.org/10.1021/acs.est.7b02155,doi:10.5066/F7J67FTF
FALSE,TRUE,Use of Visible Geostationary Operational Meteorological Satellite Imagery in Mapping Reference and Potential Evapotranspiration over Florida,InTech,2011,,https://doi.org/10.5772/14478,doi:10.5066/P9ZBBR3R
FALSE,TRUE,"The geochemical atlas of Alaska, 2016",US Geological Survey,2016,,https://doi.org/10.3133/ds908,doi:10.5066/F7GF0RK5
TRUE,TRUE,Mercury exposure may influence fluctuating asymmetry in waterbirds,Wiley,2017,FALSE,https://doi.org/10.1002/etc.3688,doi:10.5066/F7KW5D5Z
FALSE,TRUE,The HayWired Earthquake Scenario,US Geological Survey,2017,,https://doi.org/10.3133/sir20175013,doi:10.5066/P9LMGHRV
FALSE,TRUE,"Eradication of two non-native cichlid fishes in Miami, Florida (USA)",Regional Euro-Asian Biological Invasions Centre Oy (REABIC),2019,,https://doi.org/10.3391/mbi.2019.10.2.06,doi:10.5066/P9EWSGZB
TRUE,TRUE,Evaluating the Effectiveness of Wildlife Detection and Observation Technologies at a Solar Power Tower Facility,Public Library of Science (PLoS),2016,FALSE,https://doi.org/10.1371/journal.pone.0158115,doi:10.5066/F7GM85DN
FALSE,TRUE,"Geologic map of the north half of the Lake Walcott 30'Ã—60' quadrangle, Idaho",US Geological Survey,2018,,https://doi.org/10.3133/sim3405,doi:10.5066/F7VQ30VZ
TRUE,TRUE,Osmoregulation and muscle water control in vitro facing salinity stress of the Amazon fish Oscar Astronotus ocellatus (Cichlidae),Informa UK Limited,2017,FALSE,https://doi.org/10.1080/10236244.2017.1387480,doi:10.5066/F77P8WK3
FALSE,TRUE,"Assessment of water and proppant quantities associated with petroleum production from the Bakken and Three Forks Formations, Williston Basin Province, Montana and North Dakota, 2016",US Geological Survey,2017,,https://doi.org/10.3133/fs20173044,doi:10.5066/P97TXFRB
FALSE,TRUE,"Catchment-level estimates of nitrogen and phosphorus agricultural use from commercial fertilizer sales for the conterminous United States, 2012",US Geological Survey,2019,,https://doi.org/10.3133/sir20185145,doi:10.5066/F7CZ36F4
TRUE,TRUE,Remote sensing of tracer dye concentrations to support dispersion studies in river channels,Informa UK Limited,2019,FALSE,https://doi.org/10.1080/24705357.2019.1662339,doi:10.5066/P9V3Y334
FALSE,TRUE,"Assessing landslide potential on coastal bluffs near Mukilteo, Washingtonâ€”Geologic site characterization for hydrologic monitoring",US Geological Survey,2016,,https://doi.org/10.3133/ofr20161082,doi:10.5066/F7H13033
FALSE,TRUE,"Triangle area water supply monitoring project, North Carolina-Summary of monitoring activities, quality assurance, and data, October 2015â€“September 2017",US Geological Survey,2019,,https://doi.org/10.3133/ofr20191077,doi:10.5066/F71Z43MD
TRUE,TRUE,Assessing the impact of stocking northern-origin hatchery brook trout on the genetics of wild populations in North Carolina,Springer Science and Business Media LLC,2017,FALSE,https://doi.org/10.1007/s10592-017-1037-4,doi:10.5066/F76M35TN
FALSE,TRUE,"Magnetotelluric survey to locate the Archean/Proterozoic suture zone north of Wells, Nevada",US Geological Survey,2006,,https://doi.org/10.3133/ofr20061119,doi:10.5066/F7GH9GW0
TRUE,TRUE,"Multidecadal Geomorphic Evolution of a Profoundly Disturbed Gravel Bed River Systemâ€”A Complex, Nonlinear Response and Its Impact on Sediment Delivery",American Geophysical Union (AGU),2019,FALSE,https://doi.org/10.1029/2018JF004843,doi:10.5066/P96B0IEC
TRUE,TRUE,The Dependence of Hydroclimate Projections in Snowâ€Dominated Regions of the Western United States on the Choice of Statistically Downscaled Climate Data,American Geophysical Union (AGU),2019,FALSE,https://doi.org/10.1029/2018WR023458,doi:10.5066/P9O9EB1C
FALSE,TRUE,"Mineral resources of the Sagebrush Focal Areas of Idaho, Montana, Nevada, Oregon, Utah, and Wyoming",US Geological Survey,2016,,https://doi.org/10.3133/sir20165089,doi:10.5066/F7RX996K
FALSE,TRUE,"Regional patterns in the geochemistry of oil-field water, southern San Joaquin Valley, California, USA",Elsevier BV,,,https://doi.org/10.1016/j.apgeochem.2018.09.015,doi:10.5066/F7F18Z12
FALSE,TRUE,"Postglacial eruptive history and geochemistry of Semisopochnoi volcano, western Aleutian Islands, Alaska",US Geological Survey,2018,,https://doi.org/10.3133/sir20175150,doi:10.5066/P925UXOR
FALSE,TRUE,"Groundwater discharge to the Mississippi River and groundwater balances for the Interstate 94 Corridor surficial aquifer, Clearwater to Elk River, Minnesota, 2012â€“14",US Geological Survey,2017,,https://doi.org/10.3133/sir20175114,doi:10.5066/F7NZ864G
FALSE,TRUE,"Agricultural irrigated land-use inventory for Polk County, Florida, 2016",US Geological Survey,2017,,https://doi.org/10.3133/ofr20171082,doi:10.5066/F76W98BN
TRUE,TRUE,Discontinuities and functional resilience of large river fish assemblages,Wiley,2018,FALSE,https://doi.org/10.1002/ecs2.2351,doi:10.5066/P9CU2U8Z
FALSE,TRUE,"Withdrawal and consumption of water by thermoelectric power plants in the United States, 2015",US Geological Survey,2019,,https://doi.org/10.3133/sir20195103,doi:10.5066/P9V0T04B
FALSE,TRUE,"Geomorphic characteristics of Tenmile Creek, Montgomery County, Maryland, 2014â€“16",US Geological Survey,2018,,https://doi.org/10.3133/sir20185098,doi:10.5066/F7WW7GKQ
TRUE,TRUE,A Database of Natural Monthly Streamflow Estimates from 1950 to 2015 for the Conterminous United States,Wiley,2018,FALSE,https://doi.org/10.1111/1752-1688.12685,doi:10.5066/F7CC0ZMG
FALSE,TRUE,"Volcanic aquifers of Hawaiâ€˜iâ€”Hydrogeology, water budgets, and conceptual models",US Geological Survey,2018,,https://doi.org/10.3133/sir20155164,doi:10.5066/F7SX6B9H
,,,,,,,
FALSE,TRUE,"Flood-inundation maps for the Wabash River at Lafayette, Indiana",US Geological Survey,2018,,https://doi.org/10.3133/sir20185017,doi:10.5066/F7PC31BN
TRUE,TRUE,A novel host-adapted strain of Salmonella Typhimurium causes renal disease in olive ridley turtles (Lepidochelys olivacea) in the Pacific,Springer Science and Business Media LLC,2019,FALSE,https://doi.org/10.1038/s41598-019-45752-5,doi:10.5066/P9O4NDD2
TRUE,TRUE,"Foraging range movements of the endangered Hawaiian hoary bat,Lasiurus cinereus semotus(Chiroptera: Vespertilionidae)",Oxford University Press (OUP),2015,FALSE,https://doi.org/10.1093/jmammal/gyu003,doi:10.5066/P9TI6MK3
TRUE,TRUE,Ecosystem service flows from a migratory species: Spatial subsidies of the northern pintail,Springer Science and Business Media LLC,2018,FALSE,https://doi.org/10.1007/s13280-018-1049-4,doi:10.5066/F7Q23ZFC
,,,,,,,
FALSE,TRUE,"Spatiotemporal variability of inorganic nutrients during wastewater effluent dominated streamflow conditions in Indian Creek, Johnson County, Kansas, 2012â€“15",US Geological Survey,2016,,https://doi.org/10.3133/sir20165147,doi:10.5066/F7445JN8
TRUE,TRUE,Evolution of Debrisâ€Flow Initiation Mechanisms and Sediment Sources During a Sequence of Postwildfire Rainstorms,American Geophysical Union (AGU),2019,FALSE,https://doi.org/doi:10.1029/2018JF004837,doi:10.5066/P9F3YTBP
TRUE,TRUE,Inter-annual variation in seed production has increased over time (1900â€“2014),The Royal Society,2017,FALSE,https://doi.org/10.1098/rspb.2017.1666,doi:10.5066/F7HD7TV6
FALSE,TRUE,"Water quality, sources of nitrate, and chemical loadings in the Geronimo Creek and Plum Creek watersheds, south-central Texas, April 2015â€“March 2016",US Geological Survey,2017,,https://doi.org/10.3133/sir20175121,doi:10.5066/F7Q23Z5S
TRUE,TRUE,Energy Depletion and Stress Levels in Sockeye Salmon Migrating at the Northern Edge of their Distribution,Wiley,2019,FALSE,https://doi.org/10.1002/tafs.10172,doi:10.5066/P9B7G8SX
FALSE,TRUE,"Water-budget analysis of the Upper Big Sandy Designated Ground-water Basin alluvial aquifer, Elbert, El Paso, and Lincoln Counties, Colorado, 2016",US Geological Survey,2019,,https://doi.org/10.3133/sir20195049,doi:10.5066/P9DEOYGZ
FALSE,TRUE,Application of Raman Spectroscopy as Thermal Maturity Probe in Shale Petroleum Systems: Insights from Natural and Artificial Maturation Series,American Chemical Society (ACS),2018,,https://doi.org/10.1021/acs.energyfuels.8b02171,doi:10.5066/P9AAIYOF
TRUE,TRUE,A Bayesianâ€Based System to Assess Waveâ€Driven Flooding Hazards on Coral Reefâ€Lined Coasts,American Geophysical Union (AGU),2017,FALSE,https://doi.org/10.1002/2017JC013204,doi:10.5066/F7T43S20
FALSE,TRUE,Host feeding ecology and trophic position significantly influence isotopic discrimination between a generalist ectoparasite and its hosts: Implications for parasite-host trophic studies,Elsevier BV,,,https://doi.org/10.1016/j.fooweb.2018.e00092,doi:10.5066/F7416WBQ
TRUE,TRUE,Effects of prescribed fire on San Francisco gartersnake survival and movement,Wiley,2018,FALSE,https://doi.org/10.1002/jwmg.21585,doi:10.5066/F73F4NJK
TRUE,TRUE,A novel technique for isolating DNA from Tempusâ„¢ blood RNA tubes after RNA isolation,Springer Science and Business Media LLC,2018,FALSE,https://doi.org/10.1186/s13104-018-3671-4,doi:10.5066/P9DWV93U
FALSE,TRUE,Suppression of vitrinite reflectance by bitumen generated from liptinite during hydrous pyrolysis of artificial source rock,Elsevier BV,,,https://doi.org/10.1016/j.orggeochem.2018.09.010,doi:10.5066/P9S3CVNI
FALSE,TRUE,Development of a Coupled Oceanâ€“Atmosphereâ€“Waveâ€“Sediment Transport (COAWST) Modeling System,Elsevier BV,,,https://doi.org/10.1016/j.ocemod.2010.07.010,doi:10.5066/P9NQUAOW
,,,,,,,
TRUE,TRUE,"Toxicity of Aluminum to
            Ceriodaphnia dubia
            in Lowâ€Hardness Waters as Affected by Natural Dissolved Organic Matter",Wiley,2019,FALSE,https://doi.org/10.1002/etc.4523,doi:10.5066/F71R6P1H
FALSE,TRUE,"A Survey of the Amphibians of Savannah National Wildlife Refuge, South Carolina and Georgia",Humboldt Field Research Institute,,,https://doi.org/10.1656/058.016.0405,doi:10.5066/F7ST7NRD
FALSE,TRUE,"Precipitation, temperature, groundwater-level elevation, streamflow, and potential flood storage trends within the Brazos, Colorado, Big Cypress, Guadalupe, Neches, Sulphur, and Trinity River Basins in Texas Through 2017",US Geological Survey,2020,,https://doi.org/10.3133/sir20195137,doi:10.5066/P9L1F7PT
FALSE,TRUE,"Flood-inundation maps for the Patoka River in and near Jasper, southwestern Indiana",US Geological Survey,2018,,https://doi.org/10.3133/sir20175138,doi:10.5066/F7862DX0
TRUE,TRUE,"Late Cretaceous-Cenozoic Exhumation of the Western Brooks Range, Alaska, Revealed From Apatite and Zircon Fission Track Data",American Geophysical Union (AGU),2018,FALSE,https://doi.org/10.1029/2018TC005282,doi:10.5066/F7GM86HD
TRUE,TRUE,Temporal and abiotic fluctuations may be preventing successful rehabilitation of soilâ€stabilizing biocrust communities,Wiley,2019,FALSE,https://doi.org/10.1002/eap.1908,doi:10.5066/P933W4QC
TRUE,TRUE,Protected areas lacking for many common fluvial fishes of the conterminous USA,Wiley,2019,FALSE,https://doi.org/10.1111/ddi.12937,doi:10.5066/P9AHFPIN
FALSE,TRUE,Depth of the vadose zone controls aquifer biogeochemical conditions and extent of anthropogenic nitrogen removal,Elsevier BV,,,https://doi.org/10.1016/j.watres.2017.06.048,doi:10.5066/F78S4NT5
FALSE,TRUE,"Groundwater and surface-water resources near Red Fleet Reservoir, Uintah County, Utah",US Geological Survey,2019,,https://doi.org/10.3133/sir20195101,doi:10.5066/P9H7FIEO
TRUE,TRUE,Pre-fire drought and competition mediate post-fire conifer mortality in western U.S. National Parks,Wiley,2018,FALSE,https://doi.org/10.1002/eap.1778,doi:10.5066/F7JH3JXM
FALSE,TRUE,Biophysical assessment for indemnity selection of Federal Lands in Colorado,US Geological Survey,2018,,https://doi.org/10.3133/ofr20181167,doi:10.5066/F7C24VQ0
FALSE,TRUE,Water resources on Guamâ€”Potential impacts of and adaptive response to climate change,US Geological Survey,2019,,https://doi.org/10.3133/sir20195095,doi:10.5066/P9A64801
TRUE,TRUE,Tag retention and survival of juvenile bighead carp implanted with a dummy acoustic tag at three temperatures,Wiley,2018,FALSE,https://doi.org/10.1111/jai.13841,doi:10.5066/P9T6QGRL
FALSE,TRUE,"Assessment of undiscovered oil and gas resources of the Mississippian Sunbury shale and Devonianâ€“Mississippian Chattanooga shale in the Appalachian Basin Province, 2016",US Geological Survey,2016,,https://doi.org/10.3133/fs20163085,doi:10.5066/P9BLVVQ2
TRUE,TRUE,Remote Sensing for Wetland Mapping and Historical Change Detection at the Nisqually River Delta,MDPI AG,2017,FALSE,https://doi.org/10.3390/su9111919,doi:10.5066/F78G8JN3
TRUE,TRUE,"Extreme precipitation variability, forage quality and large herbivore diet selection in arid environments",Wiley,2017,FALSE,https://doi.org/10.1111/oik.04282,doi:10.5066/F7B856CS
FALSE,TRUE,"Magnetotelluric survey to characterize the Sunnyside porphyry copper system in the Patagonia Mountains, Arizona",US Geological Survey,2010,,https://doi.org/10.3133/ofr20101171,doi:10.5066/F7N29VTQ
TRUE,TRUE,Heterogeneity in migration strategies of Whooping Cranes,Oxford University Press (OUP),2020,FALSE,https://doi.org/10.1093/condor/duz056,doi:10.5066/P9NRAY6F
FALSE,TRUE,"An exploratory Bayesian network for estimating the magnitudes and uncertainties of selected water-quality parameters at streamgage 03374100 White River at Hazleton, Indiana, from partially observed data",US Geological Survey,2018,,https://doi.org/10.3133/sir20185053,doi:10.5066/P9JJYKWD
FALSE,TRUE,"Bathymetric contour map, surface area and capacity table, and bathymetric change map for Sugar Creek Lake near Moberly, Missouri, 2018",US Geological Survey,2019,,https://doi.org/10.3133/sim3431,doi:10.5066/P9XDVRMT
FALSE,TRUE,"Evaluation of an acoustic fish deterrent system in shallow water application at the Emiquon Preserve, Lewistown, IL",Regional Euro-Asian Biological Invasions Centre Oy (REABIC),2019,,https://doi.org/10.3391/mbi.2019.10.3.09,doi:10.5066/P9YRTNHI
FALSE,TRUE,"A detailed risk assessment of shale gas development on headwater streams in the Pennsylvania portion of the Upper Susquehanna River Basin, U.S.A.",Elsevier BV,,,https://doi.org/10.1016/j.scitotenv.2017.07.247,doi:10.5066/F7Z036NF
FALSE,TRUE,Variability of organic carbon content and the retention and release of trichloroethene in the rock matrix of a mudstone aquifer,Elsevier BV,,,https://doi.org/10.1016/j.jconhyd.2018.09.001,doi:10.5066/F75719Z7
FALSE,TRUE,"Evaluation of Modeled Bacteria Loads Along an Impaired Stream Reach Receiving Discharge from a Municipal Separate Storm Sewer System in Independence, Mo.",Water Environment Federation,,,https://doi.org/10.2175/193864717822156730,doi:10.5066/F77W6B4Z
FALSE,TRUE,"Sedimentation survey of Lago Caonillas, Utuado, Puerto Rico, Septemberâ€“November 2012",US Geological Survey,2016,,https://doi.org/10.3133/sim3368,doi:10.5066/F74M92NT
FALSE,TRUE,"Catalogue of polar bear (Ursus maritimus) maternal den locations in the Beaufort and Chukchi Seas and nearby areas, 1910â€“2018",US Geological Survey,2020,,https://doi.org/10.3133/ds1121,doi:10.5066/P9RPHH50
TRUE,TRUE,Detection of Diazotrophy in the Acetylene-Fermenting Anaerobe Pelobacter sp. Strain SFB93,American Society for Microbiology,2017,TRUE,https://doi.org/10.1128/AEM.01198-17,doi:10.5066/F70Z71JH
FALSE,TRUE,"Preliminary results from exploratory sampling of wells for the California oil, gas, and groundwater program, 2014â€“15",US Geological Survey,2016,,https://doi.org/10.3133/ofr20161100,doi:10.5066/F7XG9P83
FALSE,TRUE,"Flow hydraulics and mixing characteristics in and downstream from Brandon Road Lock, Joliet, Illinois",US Geological Survey,2018,,https://doi.org/10.3133/sir20185094,doi:10.5066/F7P26X39
FALSE,TRUE,"Regional water table (2016) in the Mojave River and Morongo groundwater basins, southwestern Mojave Desert, California",US Geological Survey,2017,,https://doi.org/10.3133/sim3391,doi:10.5066/F7GB2291
FALSE,TRUE,Field evaluation of carbon dioxide as a fish deterrent at a water management structure along the Illinois River,Regional Euro-Asian Biological Invasions Centre Oy (REABIC),2018,,https://doi.org/10.3391/mbi.2018.9.3.12,doi:10.5066/P9GS2P5E
,,,,,,,
TRUE,TRUE,Juvenile Chinook Salmon and Forage Fish Use of Eelgrass Habitats in a Diked and Channelized Puget Sound River Delta,Wiley,2018,FALSE,https://doi.org/10.1002/mcf2.10035,doi:10.5066/P9YMXJAF
TRUE,TRUE,Secondary Hydrogeologic Regions of the Conterminous United States,Wiley,2018,FALSE,https://doi.org/10.1111/gwat.12806,doi:10.5066/F7F76BSS
FALSE,TRUE,"Flood-inundation maps for the South Platte River at Fort Morgan, Colorado, 2018",US Geological Survey,2018,,https://doi.org/10.3133/sir20185114,doi:10.5066/P9YA4STZ
FALSE,TRUE,"Determination of study reporting limits for pesticide constituent data for the California Groundwater Ambient Monitoring and Assessment Program Priority Basin Project, 2004â€“2018â€”Part 1: National Water Quality Schedules 2003, 2032, or 2033, and 2060",US Geological Survey,2019,,https://doi.org/10.3133/sir20195107,doi:10.5066/P9344TOS
TRUE,TRUE,Clayey Landslide Initiation and Acceleration Strongly Modulated by Soil Swelling,American Geophysical Union (AGU),2018,FALSE,https://doi.org/10.1002/2017GL076807,doi:10.5066/F7GF0SFS
TRUE,TRUE,Pathology and Case Definition of Severe Perkinsea Infection of Frogs,SAGE Publications,2018,FALSE,https://doi.org/10.1177/0300985818798132,doi:10.5066/P93VJE52
TRUE,TRUE,A comparison of the Trojan Y Chromosome strategy to harvesting models for eradication of nonnative species,Wiley,2019,FALSE,https://doi.org/10.1111/nrm.12252,doi:10.5066/P9WXHRGQ
FALSE,TRUE,"Aquifers of Arkansas: protection, management, and hydrologic and geochemical characteristics of groundwater resources in Arkansas",US Geological Survey,2014,,https://doi.org/10.3133/sir20145149,doi:10.5066/P9JU4BQO
FALSE,TRUE,"Flood-inundation maps for Joachim Creek, De Soto, Missouri, 2018",US Geological Survey,2019,,https://doi.org/10.3133/sir20195068,doi:10.5066/P9MD7KUL
,,,,,,,
FALSE,TRUE,Characteristics for the External Identification of Black Carp From Grass Carp,U.S. Fish and Wildlife Service,2019,,https://doi.org/10.3996/112018-JFWM-102,doi:10.5066/P9K9V7YW
FALSE,TRUE,"Spatial and temporal assessment of back-barrier erosion on Cumberland Island National Seashore, Georgia, 2011â€“2013",US Geological Survey,2016,,https://doi.org/10.3133/sir20165071,doi:10.5066/F7Z60M4M
TRUE,TRUE,"Alternative pathways to landscape transformation: invasive grasses, burn severity and fire frequency in arid ecosystems",Wiley,2017,FALSE,https://doi.org/10.1111/1365-2745.12863,doi:10.5066/F79022PZ
FALSE,TRUE,Interaction Between Hydraulic Fracture and a Preexisting Fracture under Triaxial Stress Conditions,Society of Petroleum Engineers,2018,,https://doi.org/10.2118/189901-MS,doi:10.5066/P9DQOE6D
FALSE,TRUE,Regional-scale associations between indicators of biological integrity and indicators of streamflow modification,US Geological Survey,2019,,https://doi.org/10.3133/ofr20191088,doi:10.5066/P9O2ZV0M
FALSE,TRUE,"Hydraulic, geochemical, and thermal monitoring of an aquifer system in the vicinity of Mammoth Lakes, Mono County, California, 2015â€“17",US Geological Survey,2019,,https://doi.org/10.3133/ofr20191063,doi:10.5066/P9ON8U5U
TRUE,TRUE,Estimation of time-variable fast flow path chemical concentrations for application in tracer-based hydrograph separation analyses,American Geophysical Union (AGU),2016,TRUE,https://doi.org/10.1002/2016WR018797,doi:10.5066/F71R6NMQ
FALSE,TRUE,Gene transcription patterns in response to low level petroleum contaminants in Mytilus trossulus from field sites and harbors in southcentral Alaska,Elsevier BV,,,https://doi.org/10.1016/j.dsr2.2017.08.007,doi:10.5066/F70P0XHD
FALSE,TRUE,"National assessment of shoreline changeâ€”Summary statistics for updated vector shorelines and associated shoreline change data for the north coast of Alaska, U.S.-Canadian Border to Icy Cape",US Geological Survey,2017,,https://doi.org/10.3133/ofr20171107,doi:10.5066/F72Z13N1
FALSE,TRUE,Multiscale guidance and tools for implementing a landscape approach to resource management in the Bureau of Land Management,US Geological Survey,2017,,https://doi.org/10.3133/ofr20161207,doi:10.5066/F75H7DCW
TRUE,TRUE,Towards ecosystem accounts for Rwanda: Tracking 25 years of change in flows and potential supply of ecosystem services,Wiley,2019,FALSE,https://doi.org/10.1002/pan3.10062,doi:10.5066/F72806JN
FALSE,TRUE,"Water-quality conditions with an emphasis on cyanobacteria and associated toxins and taste-and-odor compounds in the Kansas River, Kansas, July 2012 through September 2016",US Geological Survey,2018,,https://doi.org/10.3133/sir20185089,doi:10.5066/P9EVITTP
FALSE,TRUE,"Yield of bedrock wells in the Nashoba terrane, central and eastern Massachusetts",US Geological Survey,2012,,https://doi.org/10.3133/sir20125155,doi:10.5066/F7PV6HTP
TRUE,TRUE,Spatial decision-support tools to guide restoration and seed-sourcing in the Desert Southwest,Wiley,2018,FALSE,https://doi.org/10.1002/ecs2.2453,doi:10.5066/P9FCRGHF
TRUE,TRUE,Macrobenthic infaunal communities associated with deep-sea hydrocarbon seeps in the northern Gulf of Mexico,Wiley,2018,FALSE,https://doi.org/10.1111/maec.12508,doi:10.5066/F7FN155W
FALSE,TRUE,"Low Pathogenic Avian Influenza Viruses in Wild Migratory Waterfowl in a Region of High Poultry Production, Delmarva, Maryland",American Association of Avian Pathologists (AAAP),,,https://doi.org/10.1637/11476-072616-ResNote,doi:10.5066/F75M63V3
FALSE,TRUE,Domestic well locations and populations served in the contiguous U.S.: 1990,Elsevier BV,,,https://doi.org/10.1016/j.scitotenv.2017.07.018,doi:10.5066/F7028PSX
FALSE,TRUE,Remote measurement of river discharge using thermal particle image velocimetry (PIV) and various sources of bathymetric information,Elsevier BV,,,https://doi.org/10.1016/j.jhydrol.2017.09.004,doi:10.5066/F7M906TJ
TRUE,TRUE,Are polar bear habitat resource selection functions developed from 1985â€“1995 data still useful?,Wiley,2019,FALSE,https://doi.org/10.1002/ece3.5401,doi:10.5066/P9ZRJ3XU
FALSE,TRUE,"Assessment of undiscovered oil and gas resources in the South Florida basin, 2016",US Geological Survey,2019,,https://doi.org/10.3133/fs20183074,doi:10.5066/P9M4VGL9
TRUE,TRUE,Amphibian Monitoring in Hardwood Forests: Optimizing Methods for Contaminantâ€Based Compensatory Restorations,Wiley,2019,FALSE,https://doi.org/10.1002/ieam.4202,doi:10.5066/P9SFRUZJ
FALSE,TRUE,Extreme reduction in nutritional value of a key forage fish during the Pacific marine heatwave of 2014-2016,Inter-Research Science Center,,,https://doi.org/10.3354/meps12891,doi:10.5066/P96N5PVE
FALSE,TRUE,"Groundâ€Motion Amplification in Cook Inlet Region, Alaska, from Intermediateâ€Depth Earthquakes, Including the 2018 MwÂ 7.1 Anchorage Earthquake",Seismological Society of America (SSA),2019,,https://doi.org/10.1785/0220190179,doi:10.5066/P9Y491AY
